network,snapshot_index,day,event_slot,method,peak_dc_penetration,outage,solver_success,maximum_apparent_line_loading,maximum_voltage_violation_pu,minimum_voltage_pu,maximum_nonreference_active_plan_deviation_mw,reference_generator_loss_recourse_mw,load_multiplier,data_center_power_factor,profile_scale_reference,payment_reference_penetration,payment_network_scale,dc_power_scale,validation_trace_peak_mw,schema_version
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,140,1,0.040938494135379776,0.0,1.0105224564669997,8.277963153254718e-10,6.647210639181424,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,141,1,0.04093778869360366,0.0,1.0105066363093465,6.110513189392492e-10,0.6392827706392836,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,142,1,0.040937780743879736,0.0,1.0105060474446836,8.446979511221705e-10,0.1982174482454866,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,143,1,0.04093786974360759,0.0,1.0105074294865453,5.54141692645974e-10,0.8548874763380923,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,144,1,0.04093785956201697,0.0,1.0105069949409509,5.300057395204685e-10,0.6338744119609032,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,145,1,0.040937805727704266,0.0,1.0105065339956705,3.3923860519069786e-10,0.4054596462027007,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,146,1,0.04093791037825195,0.0,1.0105068349587785,3.933972692977207e-10,0.5688448254695686,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,147,1,0.04093838285505992,0.0,1.0105051580823745,5.697991079008503e-11,0.40090529704741584,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,148,1,0.04093840374567694,0.0,1.0105015625810954,4.712335465805964e-10,0.1904996786817037,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,149,1,0.0409378338308272,0.0,1.01050603684786,5.382117481215738e-10,0.07347924480774282,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,150,1,0.04093837218371401,0.0,1.010505752202857,1.411990524502471e-10,0.6223565678500904,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,151,1,0.04093837623617742,0.0,1.0105083842392015,3.8379420901756163e-10,0.5650473741301312,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,152,1,0.040938392029490615,0.0,1.010507405056754,4.3058937865160377e-10,0.25017703732322616,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,153,1,0.0409378256003286,0.0,1.0105068974100078,4.905029035816023e-10,0.3135225837306166,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,154,1,0.04093841002167442,0.0,1.0105054793712467,7.83571737090474e-10,0.18879175105251988,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,155,1,0.04093776236256507,0.0,1.0105061732901877,4.077420650973969e-10,0.10793264479059417,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,156,1,0.04093841261443065,0.0,1.010504701911666,8.365933570490857e-11,0.21433436500586822,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,157,1,0.04093779828115742,0.0,1.010505791690877,4.766397874838831e-10,0.02381342804767428,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,158,1,0.04093783165624675,0.0,1.0105056457685042,4.406564551405744e-10,0.3411081738922235,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,159,1,0.040937851439349644,0.0,1.0105062872510584,7.556578315860674e-10,0.09579055823394356,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,160,1,0.04093785344474401,0.0,1.0105080170404692,8.343840428745407e-10,0.8163769056391175,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,161,1,0.040937839527590655,0.0,1.0105075399700465,5.671396068143594e-10,0.6057952510360565,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,162,1,0.04093834722697318,0.0,1.010513085217184,9.672780543047254e-10,3.6726570527195577,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,163,1,0.04093841638644715,0.0,1.010509372222199,9.5290278387744e-10,1.7840543508186215,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,164,1,0.04093772950147985,0.0,1.0105064083629958,6.990825636577619e-10,0.3561972561436164,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,165,1,0.04093844154672709,0.0,1.0105068751784392,6.866614824535018e-10,0.491123553079035,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,166,1,0.04093840619789787,0.0,1.0105098745032166,1.0187025706850022e-09,2.042382953015931,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,167,1,0.04093843307229067,0.0,1.0105074717281608,7.417539252903196e-10,0.802808410100738,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,168,1,0.04093844914871333,0.0,1.0105061193185216,6.569340067928892e-10,0.09508220661655287,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,169,1,0.040938442798814395,0.0,1.0105066950099475,7.412827501521613e-10,0.39696049672704703,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,170,1,0.04093845338975714,0.0,1.0105060256718867,6.024371134751954e-10,0.04597145495455379,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,171,1,0.040938445297689426,0.0,1.0105065112113325,6.796655108227859e-10,0.3006652991616079,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,172,1,0.04093845429729007,0.0,1.0105059686735112,6.060069354695604e-10,0.016410156272399945,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,173,1,0.040938382481102036,0.0,1.009326770320717,8.905982684300899e-10,2.2192282721590573,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,174,1,0.04093845585765366,0.0,1.01050589896331,6.363705148436176e-10,-0.019992885850797393,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,177,1,0.040868501128201055,0.0,1.0104245868667578,7.747693118948038e-10,0.10353594189484738,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,178,1,0.04092030437154405,0.0,1.0104665754677784,6.652639001780583e-10,-0.06817970025406339,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,179,1,0.04093677215422677,0.0,1.0105071569741046,6.169331520711668e-10,0.05019574531092985,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,180,1,0.04093862903266916,0.0,1.0105057254414822,6.325550316799622e-10,0.14767665167170207,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,181,1,0.040937579819281554,0.0,1.0105059229452908,6.241824348018026e-10,0.003681159610096074,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,184,1,0.04093926642092045,0.0,0.9502833886678221,5.785009624115212e-10,2.00777464366314,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Payment-Certified N-1 Verifier,0.03,185,1,0.04093844019748999,0.0,1.0067446701288179,2.077370276559875e-09,0.09400879775239446,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,0,1,0.041044194676499626,0.0,1.0105297964783004,6.539183949356438e-10,0.0958632170914484,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,1,1,0.04100953123962155,0.0,1.0039954526280956,3.5556163102099273e-10,1.0198072611491398,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,2,1,0.041435436026771036,0.0,1.0105861587580895,6.007238327941324e-10,2.456291859069438,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,3,1,0.0410184728870585,0.0,1.0105668510214703,6.278566068473098e-10,2.500778772684214,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,4,1,0.04110383532731904,0.0,1.010569328622702,7.491717575570592e-10,2.3699634035907025,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,5,1,0.041036381223023305,0.0,1.010533094257531,5.708489547863016e-10,0.38103332787096633,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,7,1,0.04370972648792041,0.0,1.0097715731329062,9.167827066249121e-11,39.57856513608999,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,9,1,0.0410539511635728,0.0,1.0105415503505542,5.689708269772522e-10,0.7767696261961987,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,10,1,0.04103437942845715,0.0,1.0105434861375553,5.849151322083544e-10,0.9796517975126449,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,11,1,0.04106312866500992,0.0,1.0105303400243586,5.476353258403784e-10,0.08279680326938887,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,12,1,0.04107505032496168,0.0,0.9960634626925219,2.01823301652107e-10,0.7380019939152476,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,13,1,0.041048054244597974,0.0,1.0105293752581255,5.063002014793011e-10,0.06769424133244684,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,14,1,0.04102939889819395,0.0,1.0105282397493134,5.391904437498707e-10,0.08333550180316251,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,15,1,0.04103768659759636,0.0,0.9934158556578273,2.0465171879263428e-10,1.1306738203761029,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,16,1,0.04103010837654939,0.0,1.0105290567900267,5.636583597634084e-10,0.2258487142597687,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,17,1,0.041027433571956234,0.0,1.0105278921541485,5.791757750021068e-10,0.042700122250380446,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,18,1,0.04102405364462055,0.0,1.010526453169778,5.809364311202121e-10,0.003656563738957175,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,19,1,0.04103695518950659,0.0,1.0105342393205288,5.742290023810618e-10,0.041485601430224506,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,20,1,0.040985662948788915,0.0,1.010531018446641,6.111804395914078e-10,1.9850759011355876,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,21,1,0.041013764750129154,0.0,1.010529130320279,5.940355322307236e-10,0.22841474898319802,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,22,1,0.04097754657150232,0.0,1.0105018410210964,5.150645460438614e-10,2.2140228567442364,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,23,1,0.04102038945820979,0.0,1.0105183549019763,5.817415450337112e-10,0.1541114353088915,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,24,1,0.04102384235511766,0.0,1.001639178155734,4.5443705097447814e-10,-0.06222588659579742,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,25,1,0.0410246217968692,0.0,1.0105247628504876,5.996109753564338e-10,0.00721140082475813,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,26,1,0.041035764751613656,0.0,1.010627899548755,4.765113903909849e-10,0.1966600763824431,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,27,1,0.04104161482096117,0.0,1.0107060337727443,3.029243993843346e-10,0.8856738230961128,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,28,1,0.04104664289059285,0.0,1.0088200022848461,9.5042196335271e-11,1.6584595389008996,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,29,1,0.041029790844399665,0.0,1.0100609049168932,7.62365811706397e-10,0.521598190559132,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,30,1,0.04108352937790897,0.0,1.0099071566573739,1.717296527203871e-09,6.0778385035972065,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,31,1,0.04107475277264269,0.0,1.010204012089372,1.1492033991089556e-09,-0.9630639327261861,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,32,1,0.04106969193340393,0.0,1.010688755504312,1.659827830735594e-09,8.124096276886007,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,33,1,0.041029718506097976,0.0,1.0105608022194705,5.511724081512477e-10,0.5481041343605284,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,34,1,0.041026758907169864,0.0,1.0105388607118075,5.907349782325238e-10,0.0771371973706323,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,35,1,0.04112906548678248,0.0,1.010411665487075,1.0754774848464876e-10,11.588170287533956,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,36,1,0.04131377494492521,0.0,1.0085472463511314,3.5328372681363795e-10,1.9218636215015295,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE 118-bus,1,61,71,Trace-Anchored Reference,0.09,37,1,0.040887214555278495,0.0,0.992210960145087,2.4911059881560504e-09,21.526252383450185,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
